web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638424155-1417,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/1133-N-Clark-St-90069/unit-102/home/7121565,"1133 N Clark St #102,","$1,099,000.00",3,2,"1,471",Time on Redfin31 hours,1981,Modern,"$1,096,590.00","$5,411.00","Microwave, Oven, Gas/Electric Range",Amenities: None,"Lot Size (Sq. Ft.): 8,627",,419,15,1,84 / 100,60 / 100,29 / 100,HOA Dues$450/month
1638423809-1286,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10550-Wilshire-Blvd-90024/unit-304/home/6804473,"10550 Wilshire Blvd #304,","$869,000.00",2,2,"1,711",Time on Redfin15 days,1981,Contemporary,"$855,356.00","$5,941.00",Laundry in Unit,"Amenities: Switchboard, Gated Parking, Security","Lot Size (Sq. Ft.): 18,562",,960,9,6,61 / 100,68 / 100,52 / 100,"HOA Dues$2,018/month"
1638424104-1398,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Santa-Monica/201-Ocean-Ave-90402/unit-1205P/home/17243680,"201 Ocean Ave Unit 1205P,","$769,000.00",1,1,868,Time on Redfin3 days,1971,Modern,"$766,658.00","$5,494.00","Community Laundry, Laundry Room","Fenced Pool, Heated And Filtered Pool, Community Pool",# of Units in Complex (Total): 317,,559,8,1,52 / 100,27 / 100,68 / 100,"HOA Dues$2,023/month"
1638423760-1266,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/445-Washington-Blvd-90292/unit-12/home/6734865,"445 Washington Blvd #12,","$649,000.00",1,1,592,Time on Redfin17 days,1978,Garden Condo,"$639,898.00","$3,339.00","Free Standing Gas, Range Hood, Microwave",Association Spa,Assessor Parcel Number: 4227-022-059,Directions: Washington Boulevard. Coming west towards the ocean from Lincoln. Cross street Dell Avenue.,775,11,4,88 / 100,,85 / 100,HOA Dues$409/month
1638423646-1222,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1522-Centinela-Ave-90025/unit-207/home/6764086,"1522 S Centinela Ave #207,","$525,000.00",1,1,639,Time on Redfin22 days,1966,Low Rise,$822.00,"$2,701.00","Community Laundry, Laundry Outside",Patio Features: Balcony,Assessor Parcel Number: 4267-029-061,Directions: In West LA - South of Santa Monica Blvd & North of Olympic Blvd,"1,369",32,4,91 / 100,64 / 100,85 / 100,HOA Dues$331/month
1638423372-1168,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2160-Century-Park-E-90067/unit-206/home/6808573,"2160 Century Park East #206,","$1,079,000.00",2,2,"1,416",Time on Redfin28 days,1966,Contemporary,"$1,058,215.00","$6,419.00",CPE HOA,# of Parking Spaces (Total): 1,Roof: Composition,"Fees Include Alarm System, Fees Include Building and Grounds, Fees Include Concierge, Fees Include Maintenance, Fees Include On Site Security, Fees Include Sewer, Fees IncludeTrash, Fees Include Water and Sewer, Fees Include Water","1,150",22,4,90 / 100,61 / 100,41 / 100,"HOA Dues$1,548/month"
1638423838-1296,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/13173-Pacific-Promenade-90094/unit-203/home/8135901,"13173 Pacific Promenade #203,","$1,299,000.00",2,2.5,"1,812",Time on Redfin15 days,2003,Contemporary,"$1,302,230.00","$6,813.00",First Service Residential,# of Parking Spaces (Total): 2,"Patio Features: Balcony, Covered",Fee #2: $285,"1,138",47,8,70 / 100,45 / 100,87 / 100,HOA Dues$949/month
1638424147-1414,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Canoga-Park/6815-Remmet-Ave-91303/unit-212/home/3962166,"6815 Remmet Ave #212,","$315,000.00",1,1,619,Time on Redfin32 hours,1986,CP - Canoga Park,"$316,799.00","$1,782.00","Gas Oven, Gas Range, Refrigerator",Patio And Porch Features: Patio,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,309,5,4,80 / 100,56 / 100,86 / 100,HOA Dues$360/month
1638423821-1289,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/358-S-Gramercy-Pl-90020/unit-207/home/7090972,"358 S Gramercy Pl #207,","$499,000.00",1,1,792,Time on Redfin15 days,1965,High or Mid-Rise Condo,"$498,908.00","$2,547.00",Community Laundry,Association Pool,# of Units in Complex (Total): 34,,650,21,1,93 / 100,76 / 100,67 / 100,HOA Dues$294/month
1638424109-1400,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Encino/5447-Zelzah-Ave-91316/unit-131/home/4129510,"5447 Zelzah Ave #131,","$359,998.00",1,1,924,Time on Redfin3 days,1970,ENC - Encino,"$400,548.00","$2,089.00","Garbage Disposal, Gas Range, Microwave, Refrigerator, Water Line to Refrigerator",Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,989,61,4,59 / 100,42 / 100,59 / 100,HOA Dues$464/month
1638423230-1145,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/877-Francisco-St-90017/unit-1128/home/169937345,"877 Francisco St #1128,","$935,000.00",1,2,972,Time on Redfin30 days,2017,Contemporary,"$914,793.00","$4,981.00","Association Barbecue, Association Maintains Landscape, Association Pet Rules, Clubhouse, Concierge, Conference, Fitness Center, Outdoor Cooking Area, Sun Deck, Security, Pool",# of Parking Spaces (Total): 1,Heated Pool,,548,14,1,95 / 100,100 / 100,82 / 100,HOA Dues$760/month
1638423269-1151,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/El-Segundo/950-Main-St-90245/unit-301/home/6644819,"950 Main St #301,","$799,000.00",2,2,"1,175",Time on Redfin29 days,1982,Garden Condo,"$793,896.00","$4,033.00",Laundry in Unit,"In Ground Pool, Community Pool",# of Units in Complex (Total): 42,,"1,360",31,1,66 / 100,,43 / 100,HOA Dues$426/month
1638423608-1208,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/800-W-1st-St-90012/unit-1405/home/6933698,"800 W 1st St #1405,","$850,000.00",2,2,"1,172",Time on Redfin23 days,1968,C42 - Downtown L.A.,"$828,367.00","$5,012.00",Attached Garage,Patio And Porch Features: None,Common Interest: Condominium,Association Fee Frequency: Monthly,703,25,1,94 / 100,100 / 100,58 / 100,"HOA Dues$1,175/month"
1638424066-1383,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2155-Century-Hl-90067/home/6809452,"2155 Century Hl,","$1,299,000.00",2,2.5,"2,373",Time on Redfin3 days,1980,Contemporary,"$1,295,192.00","$8,063.00",2,"Patio Features: Balcony, Porch - Rear","Amenities: Association Maintains Landscape, Elevator, Fitness Center, Gated Community Guard, Extra Storage, Pool, Clubhouse, Tennis Courts, Other Courts, Banquet Facilities",,412,10,3,70 / 100,55 / 100,46 / 100,"HOA Dues$2,199/month"
1638423803-1284,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/4407-Francis-Ave-90005/unit-308/home/17232628,"4407 Francis Ave #308,","$769,000.00",2,2,"1,140",Time on Redfin16 days,1973,Contemporary,"$770,584.00","$3,921.00","Laundry Area, Community Laundry","Amenities: Gated Parking, Controlled Access","Lot Size (Sq. Ft.): 22,545",,"1,278",51,7,72 / 100,64 / 100,61 / 100,HOA Dues$450/month
1638424172-1424,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/360-W-Ave-26-90031/unit-141/home/12286029,"360 W Avenue 26 #141,","$649,888.00",4,2,"1,500",Time on Redfin6 days,2006,677 - Lincoln Hts,$433.00,"$3,459.00","Area, Breakfast Nook","Patio And Porch Features: Covered, Patio",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,737,31,1,70 / 100,70 / 100,74 / 100,HOA Dues$525/month
1638423779-1274,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/1-Spinnaker-St-90292/unit-11/home/6782722,"1 Spinnaker St #11,","$2,495,000.00",2,3,"1,965",Time on Redfin17 days,1974,Other,"$2,598,458.00","$12,298.00",3,# of Parking Spaces (Total): 3,Unit Floor In Building: 2,AssociationPetRules: Call,"1,459",49,2,28 / 100,,52 / 100,"HOA Dues$1,035/month"
1638423895-1317,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/North-Hollywood/4805-Bellflower-Ave-91601/unit-203/home/17227109,"4805 Bellflower Ave #203,","$719,000.00",2,2,"1,280",Time on Redfin13 days,2007,Tuscan,"$725,533.00","$3,717.00","Elevator, Rec Multipurpose Rm",# of Covered Parking Spaces: 2,Patio Features: Living Room Balcony,,"1,125",63,6,87 / 100,44 / 100,65 / 100,HOA Dues$471/month
1638423995-1356,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/4314-Marina-City-Dr-90292/unit-824/home/12355592,"4314 Marina City Dr #824,","$695,000.00",1,1,935,Time on Redfin8 days,1972,Marina Del Rey,"$692,560.00","$4,467.00","Gated Community Guard, Fitness Center, Pool, Security, Banquet Facilities, Clubhouse, Conference, Controlled Access, Elevator, Dock, Tennis Courts, Paddle Tennis, Racquet Ball, Spa, Sun Deck",# of Covered Parking Spaces: 1,Community Pool,,561,25,1,68 / 100,,83 / 100,"HOA Dues$1,330/month"
1638423784-1276,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Torrance/1444-W-227th-St-90501/unit-9/home/7647207,"1444 W 227th St #9,","$425,000.00",3,2.5,"1,188",Time on Redfin17 days,1982,122 - Harbor Gateway,"$437,781.00","$2,199.00",2,Patio And Porch Features: Patio,High School District: Los Angeles Unified,,480,96,8,72 / 100,36 / 100,50 / 100,HOA Dues$280/month
1638424050-1377,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Panorama-City/9236-Tobias-Ave-91402/unit-104/home/5674345,"9236 Tobias Ave #104,","$500,000.00",2,3,"1,457",Time on Redfin4 days,1990,PC - Panorama City,2.5%,$343.00,"Gas, See Remarks, Living Room",Common Walls: 1 common wall,List Office Name: Coldwell Banker Hallmark,"Directions: Cross Streets: Nordhoff ST, Tupper St",441,5,4,67 / 100,48 / 100,70 / 100,HOA Dues$264/month
1638423041-1114,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1100-S-Hope-St-90015/unit-1509/home/17231555,"1100 S Hope St #1509,","$685,000.00",1,1,"1,080",Time on Redfin56 days,2007,High or Mid-Rise Condo,"$672,503.00","$3,939.00",Luma,# of Parking Spaces (Total): 1,Patio Features: Balcony,"Fees Include Building and Grounds, Fees Include Concierge, Fees Include Insurance, Fees Include Water and Sewer, Fees IncludeTrash","2,320",79,3,93 / 100,100 / 100,83 / 100,HOA Dues$847/month
1638423924-1329,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Wilmington/25525-Pine-Creek-Ln-90744/unit-77/home/7674037,"25525 Pine Creek Ln #77,","$450,000.00",2,2,"1,170",Time on Redfin17 days,1980,195 - West Wilmington,"$450,084.00","$2,531.00","Dishwasher, Electric Range, Garbage Disposal, Microwave","Foundation Details: Permanent, Concrete Slab",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,955,51,4,38 / 100,52 / 100,59 / 100,HOA Dues$500/month
1638423756-1265,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/1131-Alta-Loma-Rd-90069/unit-107/home/7120276,"1131 Alta Loma Rd #107,","$750,000.00",1,1.5,741,Time on Redfin17 days,1972,Contemporary,"$747,141.00","$3,926.00","Built-Ins, Range, Oven",Patio Features: Balcony,# of Units in Complex (Total): 163,,"1,226",53,4,84 / 100,61 / 100,33 / 100,HOA Dues$540/month
1638423737-1258,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/877-Francisco-St-90017/unit-1707/home/169937395,"877 Francisco St #1707,","$740,000.00",1,1,870,Time on Redfin18 days,2017,Contemporary,"$738,578.00","$4,039.00","Laundry in Unit, Stacked Laundry in Closet",Balcony: No,"Amenities: Controlled Access, Association Barbecue, Elevator, Exercise Room, Extra Storage, Fitness Center, Gated Community Guard, Clubhouse, Pool, Private Cabana, Guest Parking, Association Maintains Landscape, Association Pet Rules, Sun Deck",,391,18,1,95 / 100,100 / 100,82 / 100,HOA Dues$698/month
1638423877-1310,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3325-Bagley-Ave-90034/unit-203/home/6792798,"3325 Bagley Ave #203,","$599,900.00",2,1,960,Time on Redfin14 days,1978,C09 - Beverlywood Vicinity,"$595,977.00","$3,151.00",2,Pool Features: None,High School District: Los Angeles Unified,,"1,049",37,7,85 / 100,56 / 100,80 / 100,HOA Dues$443/month
1638423669-1231,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Studio-City/12020-Guerin-St-91604/unit-101/home/5237106,"12020 Guerin St #101,","$1,120,000.00",3,3,"1,780",Time on Redfin21 days,2009,STUD - Studio City,"$1,118,297.00","$5,641.00",3,Pool Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,953,34,2,89 / 100,48 / 100,54 / 100,HOA Dues$585/month
1638423653-1225,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/600-S-Ridgeley-Dr-90036/unit-105/home/40152673,"600 S Ridgeley Dr #105,","$1,160,000.00",3,3,"1,390",Time on Redfin21 days,2009,Modern,"$1,155,102.00","$5,705.00",Metropolitan Property Services,# of Parking Spaces (Total): 2,"Patio Features: Porch - Rear, Covered","Fees Include Water and Sewer, Fees IncludeTrash, Fees Include Earthquake Insurance, Fees Include Insurance","1,027",30,3,92 / 100,64 / 100,66 / 100,HOA Dues$468/month
1638423984-1352,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/11930-Avon-Way-90066/unit-107/home/6738395,"11930 Avon Way #107,","$675,000.00",2,2,965,Time on Redfin8 days,1986,Traditional,"$711,502.00","$3,407.00","Gated Parking, Extra Storage",# of Parking Spaces (Total): 2,Roof: Composition,,"1,612",70,5,85 / 100,47 / 100,92 / 100,HOA Dues$360/month
1638423830-1293,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3810-Wilshire-Blvd-90010/unit-903/home/17228833,"3810 Wilshire Blvd #903,","$510,000.00",1,1,690,Time on Redfin15 days,1962,Contemporary,"$507,682.00","$2,900.00",Granite Counters,Patio Features: Balcony,"Amenities: Association Barbecue, Association Pet Rules, Elevator, Fitness Center, Gated Community, Gated Community Guard, Spa, Guest Parking, Security, Gated Parking",,518,18,0,98 / 100,79 / 100,64 / 100,HOA Dues$598/month
1638424242-1449,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/525-S-Ardmore-Ave-90020/unit-103/home/7090109,"525 S Ardmore Ave #103,","$388,000.00",1,1,566,Time on Redfin8 hours,1973,C17 - Mid-Wilshire,"$388,202.00","$2,046.00",Microwave,Pool Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,215,5,0,92 / 100,84 / 100,59 / 100,HOA Dues$294/month
1638424063-1382,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/San-Pedro/285-W-6th-St-90731/unit-509/home/12287065,"285 W 6th St #509,","$549,000.00",1,1,960,Time on Redfin3 days,2006,Contemporary,"$551,689.00","$2,960.00","Dishwasher, Free Standing Range, Garbage Disposal, Gas Range, Microwave, Refrigerator","Patio And Porch Features: Patio, Patio Open, Terrace",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,552,28,2,92 / 100,49 / 100,79 / 100,HOA Dues$482/month
1638424251-1453,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/547-N-Kings-Rd-90048/unit-301/home/12289523,"547 N Kings Rd #301,","$1,800,000.00",2,2,"1,720",Time on Redfin6 hours,2006,Architectural,"$1,775,743.00","$8,851.00",Laundry in Unit,Amenities: Elevator,"Lot Size (Sq. Ft.): 5,755",,152,6,1,84 / 100,62 / 100,59 / 100,HOA Dues$725/month
1638424088-1392,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10433-Wilshire-Blvd-90024/unit-508/home/6826554,"10433 Wilshire Blvd #508,","$765,000.00",1,2,"1,105",Time on Redfin3 days,1963,Mid-Century,"$767,160.00","$4,527.00",Community Laundry,Community Pool,# of Units in Complex (Total): 117,,"1,924",9,1,48 / 100,68 / 100,42 / 100,"HOA Dues$1,074/month"
1638424020-1365,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Tujunga/6255-Honolulu-Ave-91042/unit-19/home/5543511,"6255 Honolulu Ave #19,","$725,000.00",3,3,"1,332",Time on Redfin16 days,1990,Traditional,"$762,910.00","$3,723.00","Dishwasher, Garbage Disposal, Microwave","Patio And Porch Features: Patio, Slab",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,874",66,3,41 / 100,28 / 100,26 / 100,HOA Dues$450/month
1638423498-1186,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/939-S-Broadway-90015/unit-212/home/177122740,"939 S Broadway #212,","$514,000.00",1,1,623,Time on Redfin26 days,1925,High or Mid-Rise Condo,"$514,408.00","$2,782.00","Laundry in Unit, Stacked Laundry in Closet","Other Structural Features: High Ceilings (9 Feet+), Historical",No Mello-Roos Tax,,752,52,2,97 / 100,100 / 100,92 / 100,HOA Dues$462/month
1638423999-1358,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/420-San-Pedro-St-90013/unit-327/home/12130397,"420 S San Pedro St #327,","$429,000.00",—,1,780,Time on Redfin8 days,1922,Architectural,"$428,494.00","$2,549.00","Association Barbecue, Association Maintains Landscape, Association Pet Rules, Elevator, Exercise Room, Fitness Center, Guest Parking, Hot Water, Controlled Access, Dock, Onsite Property Management, Other, Sun Deck, Spa, Pool, Gated Community Guard, Gated Community, Security",# of Parking Spaces (Total): 2,"Association Pool, Community Pool",,"2,735",28,2,94 / 100,100 / 100,80 / 100,HOA Dues$612/month
1638423733-1256,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/837-S-Windsor-Blvd-90005/unit-3/home/6917057,"837 S Windsor Blvd #3,","$849,000.00",2,2,"1,441",Time on Redfin18 days,1963,Colonial,"$846,862.00","$4,283.00",2,# of Parking Spaces (Total): 2,Available for Lease,AssociationPetRules: Call,803,15,1,74 / 100,68 / 100,59 / 100,HOA Dues$450/month
1638424160-1419,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Granada-Hills/10780-Woodley-Ave-91344/unit-2/home/5709596,"10780 Woodley Ave #2,","$449,000.00",2,1,967,Time on Redfin27 hours,1976,GH - Granada Hills,"$472,481.00","$2,523.00",Attached Garage,Pool Features: Association,High School District: Los Angeles Unified,,487,14,3,49 / 100,31 / 100,44 / 100,HOA Dues$496/month
1638424187-1430,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Harbor-City/1651-237th-St-90710/unit-B/home/177013577,"1651 237th St Unit B,","$514,999.00",2,1.5,"1,075",Time on Redfin19 hours,1973,124 - Harbor City,2.0%,$479.00,1,"Patio And Porch Features: Enclosed, Patio",High School District: Los Angeles Unified,Road Frontage Type: Access via City Streets,198,10,2,73 / 100,35 / 100,55 / 100,HOA Dues$325/month
1638424168-1422,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Harbor-City/1631-W-242nd-Pl-90710/unit-B/home/7682629,"1631 242nd Pl Unit B,","$549,000.00",3,2,"1,119",Time on Redfin20 days,1976,124 - Harbor City,$491.00,"$2,953.00","Breakfast Counter / Bar, Breakfast Nook",Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,944,25,7,70 / 100,35 / 100,50 / 100,HOA Dues$475/month
1638423086-1120,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1815-Manning-Ave-90025/unit-201/home/6799512,"1815 Manning #201,","$1,099,000.00",2,2.5,"1,779",Time on Redfin34 days,1990,Mid-Century,"$1,089,695.00","$5,511.00",2,Patio Features: Living Room Balcony,# of Units in Complex (Total): 8,Special Zoning: Other,"1,448",30,6,82 / 100,59 / 100,75 / 100,HOA Dues$550/month
1638423927-1330,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/800-W-1st-St-90012/unit-808/home/6933641,"800 W 1st St #808,","$660,000.00",2,2,"1,172",Time on Redfin13 days,1968,C42 - Downtown L.A.,$563.00,"$4,273.00","Dishwasher, Gas Stove, Gas Oven, Refrigerator",Patio And Porch Features: None,Common Interest: Condominium,,"1,009",39,0,94 / 100,100 / 100,58 / 100,"HOA Dues$1,294/month"
1638424052-1378,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/108-W-2nd-St-90012/unit-703/home/21923546,"108 W 2nd St #703,","$498,000.00",1,1,790,Time on Redfin4 days,1910,Architectural,"$498,114.00","$2,955.00",None,Assessor Parcel Number: 5149-006-094,Lot Size (Acres): 0.4397,Entry Floor Number: 7,833,41,1,95 / 100,100 / 100,80 / 100,HOA Dues$707/month
1638423291-1155,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Porter-Ranch/10331-Lindley-Ave-91326/unit-165/home/5818423,"10331 Lindley Ave #165,","$509,000.00",4,2,"1,223",Time on Redfin29 days,1972,Porter Ranch,"$503,574.00","$2,834.00",2,Patio Features: Slab,"Association Amenities: Club House, Gated Community, Gym/Exercise Room, Maintains Landscape, Outdoor Cooking Area, Security",Has Spa,"2,081",49,7,71 / 100,41 / 100,68 / 100,HOA Dues$536/month
1638424025-1367,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Canoga-Park/6815-Remmet-Ave-91303/unit-326/home/3962368,"6815 Remmet Ave #326,","$349,000.00",1,1,619,Time on Redfin6 days,1986,CP - Canoga Park,"$354,281.00","$1,935.00",1,Patio And Porch Features: Patio,High School District: Los Angeles Unified,Zoning: LAC1,728,19,4,80 / 100,56 / 100,86 / 100,HOA Dues$360/month
1638423648-1223,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/6683-Franklin-Ave-90028/unit-3/home/28904251,"6683 Franklin Ave #3,","$995,000.00",2,2,"1,621",Time on Redfin21 days,2009,Architectural,"$990,537.00","$5,065.00",Laundry in Unit,Patio Features: Balcony,"Amenities: Other, Controlled Access, Elevator",Special Zoning: Property Report,"1,595",88,5,96 / 100,66 / 100,40 / 100,HOA Dues$573/month
1638424086-1391,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Valley-Village/12321-Riverside-Dr-91607/unit-101/home/5215002,"12321 Riverside Dr #101,","$549,900.00",2,2,"1,025",Time on Redfin3 days,1977,Contemporary,"$560,517.00","$2,832.00",Community Laundry,Community Pool,# of Units in Complex (Total): 15,,"1,211",48,4,80 / 100,36 / 100,64 / 100,HOA Dues$350/month
1638423201-1140,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/436-S-Virgil-Ave-90020/unit-304/home/143517445,"436 S Virgil Ave #304,","$685,000.00",2,2,"1,030",Time on Redfin31 days,2015,C17 - Mid-Wilshire,"$679,098.00","$3,587.00",2,Pool Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,738,19,3,93 / 100,84 / 100,66 / 100,HOA Dues$495/month
1638424047-1376,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/7218-Hillside-Ave-90046/unit-206/home/7126939,"7218 Hillside Ave #206,","$924,999.00",3,3,"1,692",Time on Redfin4 days,1991,C20 - Hollywood,"$938,197.00","$4,737.00","Dishwasher, Freezer, Gas Oven, Gas Range, Ice Maker, Microwave, Refrigerator",Pool Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,177",74,4,87 / 100,60 / 100,34 / 100,HOA Dues$561/month
1638423892-1316,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1222-S-Westgate-Ave-90025/unit-201/home/8116138,"1222 S Westgate Ave #201,","$925,000.00",2,3,"1,516",Time on Redfin13 days,2001,West Los Angeles,"$952,389.00","$4,691.00","Gated Underground, Tandem, Underground",Association Amenities: Gym/Exercise Room,Land Lease Type: Fee,,820,12,3,90 / 100,64 / 100,74 / 100,HOA Dues$515/month
1638423367-1167,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/6151-Orange-St-90048/unit-121/home/17242423,"6151 Orange St #121,","$499,000.00",1,1,569,Time on Redfin28 days,1974,Contemporary,"$495,407.00","$2,546.00","Association Maintains Landscape, Association Pet Rules, Controlled Access, Elevator, Pool",# of Parking Spaces (Total): 1,Other Structural Features: Balcony,,882,37,6,85 / 100,65 / 100,59 / 100,HOA Dues$293/month
1638423948-1338,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/901-Flower-St-90015/unit-512/home/28913442,"901 S Flower St #512,","$1,180,000.00",2,2,"1,560",Time on Redfin10 days,2009,Contemporary,"$1,169,494.00","$5,777.00",Laundry in Unit,Community Pool,# of Units in Complex (Total): 77,,630,12,2,96 / 100,100 / 100,85 / 100,HOA Dues$450/month
