web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638424177-1426,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3961-Via-Marisol-90042/unit-218/home/6999139,"3961 Via Marisol #218,","$658,000.00",3,2,"1,257",Time on Redfin4 days,1982,676 - Monterey Hills,$523.00,"$3,403.00","Dishwasher, Electric Oven, Electric Range",Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,409,13,3,27 / 100,39 / 100,30 / 100,HOA Dues$433/month
1638423710-1247,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1670-Malcolm-Ave-90024/unit-102/home/6803983,"1670 Malcolm Ave #102,","$805,000.00",2,2,"1,207",Time on Redfin20 days,1985,Architectural,"$803,787.00","$4,119.00","Controlled Access, Elevator, Extra Storage",# of Parking Spaces (Total): 2,Patio Features: Concrete Slab,,"2,279",67,6,93 / 100,66 / 100,68 / 100,HOA Dues$485/month
1638423514-1189,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/8787-Shoreham-Dr-90069/unit-105/home/7120513,"8787 Shoreham Dr #105,","$749,000.00",1,1,798,Time on Redfin25 days,1963,Modern,"$744,469.00","$4,681.00",Laundry in Unit,Community Pool,# of Units in Complex (Total): 120,,784,18,4,88 / 100,61 / 100,31 / 100,"HOA Dues$1,300/month"
1638423440-1177,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sun-Valley/10749-New-Haven-St-91352/unit-19/home/17245862,"10749 New Haven St #19,","$250,000.00",1,1,695,Time on Redfin27 days,1965,SUNV - Sun Valley,"$254,580.00","$1,329.00",1,Pool Features: Community Pool,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,944",63,8,78 / 100,44 / 100,59 / 100,HOA Dues$200/month
1638423262-1150,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sherman-Oaks/14319-Addison-St-91423/unit-3/home/4729845,"14319 Addison St #3,","$525,000.00",2,2,"1,066",Time on Redfin29 days,1978,SO - Sherman Oaks,"$521,078.00","$2,945.00","Dishwasher, Garbage Disposal, Refrigerator, Gas Oven, Range/Stove Hood, Water Heater Central",Lot Size Source: Public Records,2.5%,Association Fee Frequency: Monthly,"3,541",141,11,68 / 100,50 / 100,50 / 100,HOA Dues$575/month
1638423955-1341,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1425-N-Detroit-St-90046/unit-401/home/21919318,"1425 N Detroit St #401,","$800,000.00",2,2,"1,250",Time on Redfin10 days,1989,Low Rise,$640.00,"$4,060.00","Laundry in Unit, Stacked Laundry in Closet","Amenities: Security, Extra Storage, Gated Parking, Association Maintains Landscape, Dock","Lot Size (Sq. Ft.): 13,499",,684,34,5,95 / 100,63 / 100,55 / 100,HOA Dues$449/month
1638424165-1421,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3605-Kalsman-Dr-90016/unit-1/home/6720819,"3605 Kalsman Dr #1,","$530,000.00",2,1.5,913,Time on Redfin32 days,1949,PHHT - Park Hills Heights,$581.00,"$2,916.00",1,Pool Features: Community Pool,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,171,49,4,66 / 100,59 / 100,75 / 100,HOA Dues$523/month
1638424145-1413,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1210-S-Shenandoah-St-90035/unit-301/home/6812672,"1210 S Shenandoah St Ph 301,","$749,995.00",2,2,"1,320",Time on Redfin33 hours,1982,Traditional,"$768,533.00","$3,886.00","Cooktop - Gas, Microwave, Oven",Other Structural Features: French Doors,"Amenities: Controlled Access, Elevator, Gated Parking",,916,67,5,97 / 100,56 / 100,57 / 100,HOA Dues$500/month
1638424237-1447,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/12690-Sandhill-Ln-90094/unit-3/home/108610053,"12690 Sandhill Ln #3,","$2,199,000.00",3,2.5,"2,026",Time on Redfin10 hours,2016,Contemporary,"$2,202,417.00","$10,947.00",Laundry Room,Association Pool,# of Units in Complex (Total): 3,,200,11,1,70 / 100,45 / 100,75 / 100,"HOA Dues$1,020/month"
1638423992-1355,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10724-Wilshire-Blvd-90024/unit-503/home/6803156,"10724 Wilshire Blvd #503,","$699,000.00",1,1.5,962,Time on Redfin8 days,1989,C05 - Westwood - Century City,"$696,222.00","$4,495.00","Dishwasher, Garbage Disposal, Gas Oven, Microwave, Refrigerator, Trash Compactor","Pool Features: Association, In Ground",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,707,14,1,83 / 100,71 / 100,66 / 100,"HOA Dues$1,340/month"
1638423103-1122,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/849-S-Broadway-90014/unit-1207/home/17233216,"849 S Broadway #1207,","$1,235,000.00",2,2,"1,205",Time on Redfin34 days,1930,Architectural,"$1,193,749.00","$6,661.00","Community Laundry, Laundry in Unit, Stacked Laundry in Closet, Laundry Room","Association Pool, Heated And Filtered Pool",# of Units in Complex (Total): 147,,601,19,1,97 / 100,100 / 100,92 / 100,"HOA Dues$1,086/month"
1638423735-1257,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/North-Hollywood/6133-Whitsett-Ave-91606/unit-14/home/5113819,"6133 Whitsett Ave #14,","$445,000.00",2,2,"1,073",Time on Redfin18 days,1963,NHO - North Hollywood,"$444,033.00","$2,309.00","Gas Oven, Gas Range",Pool Features: Community Pool,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"1,548",43,6,75 / 100,40 / 100,55 / 100,HOA Dues$300/month
1638424054-1379,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Calabasas/23500-Park-Sorrento-91302/unit-H43/home/167197647,"23500 Park Sorrento Unit H43,","$1,850,000.00",2,3,"2,040",Time on Redfin4 days,2017,Calabasas,"$1,844,602.00","$9,103.00",Hardwood,Pool Description: Association Pool,"Association Amenities: Club House, Fitness Center, Gated Parking, Guest Parking, Gym/Exercise Room, Meeting Room, Pet Rules, Rec/Multipurpose Room",,805,12,5,72 / 100,29 / 100,55 / 100,HOA Dues$752/month
1638423346-1164,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/510-S-Hewitt-St-90013/unit-416/home/17228478,"510 S Hewitt St #416,","$725,000.00",1,1,930,Time on Redfin28 days,1966,Architectural,"$712,492.00","$3,722.00",Action Property Management,# of Parking Spaces (Total): 1,"Other Structural Features: Full Copper Plumbing, Historical","Fees Include Building and Grounds, Fees Include Gas, Fees Include On Site Security, Fees IncludeTrash, Fees Include Water and Sewer","1,361",47,2,87 / 100,84 / 100,69 / 100,HOA Dues$449/month
1638423623-1213,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10550-Wilshire-Blvd-90024/unit-801/home/6804491,"10550 Wilshire Blvd #801,","$1,100,000.00",2,3,"1,759",Time on Redfin22 days,1981,Contemporary,"$1,086,805.00","$6,984.00","Laundry Inside, Laundry in Unit","Amenities: Switchboard, Gated Parking, Valet Parking, Security","Lot Size (Sq. Ft.): 18,562",,632,13,4,61 / 100,68 / 100,52 / 100,"HOA Dues$2,018/month"
1638423715-1249,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/889-Francisco-St-90017/unit-2706/home/143519418,"889 Francisco #2706,","$2,080,000.00",2,2.5,"1,720",Time on Redfin20 days,2017,C42 - Downtown L.A.,"$2,018,429.00","$10,990.00",2,Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,427,18,1,91 / 100,100 / 100,78 / 100,"HOA Dues$1,600/month"
1638424092-1393,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/5389-1-2-Village-Grn-90016/home/6877547,"5389-1/2 Village Grn,","$750,000.00",2,1,982,Time on Redfin3 days,1945,PHHT - Park Hills Heights,"$752,153.00","$3,840.00",Dishwasher,"Patio And Porch Features: Brick, Patio Open",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,227,5,2,68 / 100,60 / 100,57 / 100,HOA Dues$454/month
1638423150-1131,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/800-W-1st-St-90012/unit-2206/home/6933777,"800 W 1st St #2206,","$495,000.00",1,1,735,Time on Redfin32 days,1968,C42 - Downtown L.A.,$673.00,"$3,042.00","Dishwasher, Range",Latitude: 34.05641150,Common Walls: 1 common wall,"Association Amenities: Barbecue, Clubhouse Paid, Controlled Access, Security, Pets Not Permitted, Club House, Concierge, Earthquake Insurance, Electricity, Sewer, Trash, Utilities, Water",899,11,4,94 / 100,100 / 100,58 / 100,HOA Dues$807/month
1638423844-1298,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Tarzana/18530-Hatteras-St-91356/unit-320/home/4061085,"18530 HATTERAS #320,","$350,000.00",2,2,903,Time on Redfin14 days,1978,Traditional,"$357,821.00","$2,275.00","Convection Oven, Dishwasher, Garbage Disposal, Refrigerator",Foundation Details: Concrete Slab,High School District: Los Angeles Unified,Association Fee: $400,933,17,4,78 / 100,53 / 100,82 / 100,HOA Dues$695/month
1638424129-1407,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/4140-Glencoe-Ave-90292/unit-503/home/167414547,"4140 Glencoe Ave #503,","$775,000.00",1,1,770,Time on Redfin2 days,2016,Modern,"$776,624.00","$4,022.00","Pool, Association Pet Rules, Fitness Center, Concierge, Gated Community Guard, Private Cabana, Association Barbecue, Sun Deck",# of Parking Spaces (Total): 1,Patio Features: Balcony,,441,21,2,87 / 100,,78 / 100,HOA Dues$523/month
1638423694-1240,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2170-Century-Park-E-90067/unit-911/home/172007270,"2170 Century Park East #911,","$999,000.00",2,2,"1,097",Time on Redfin20 days,1966,High or Mid-Rise Condo,"$981,734.00","$5,755.00",Community Laundry,Balcony: Yes -large,"Amenities: Association Maintains Landscape, Association Pet Rules, Controlled Access, Concierge, Elevator, Extra Storage, Fitness Center, Hot Water, Guest Parking, Pool, Sauna, Security, Valet Parking, Tennis Courts, Switchboard, Sun Deck",,631,11,1,82 / 100,60 / 100,40 / 100,"HOA Dues$1,245/month"
1638424037-1372,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/10701-Wilshire-Blvd-90024/unit-1802/home/6825653,"10701 Wilshire Blvd #1802,","$950,000.00",1,1.5,934,Time on Redfin6 days,1964,Contemporary,"$943,087.00","$5,157.00","Security, Pool, Sauna, Valet Parking, Guest Parking, Controlled Access, Fitness Center, Concierge",# of Covered Parking Spaces: 2,Community Pool,,343,9,3,77 / 100,70 / 100,62 / 100,HOA Dues$868/month
1638423932-1332,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Sherman-Oaks/13920-Moorpark-St-91423/unit-306/home/4858773,"13920 Moorpark St #306,","$579,500.00",1,1.5,"1,084",Time on Redfin12 days,1989,Modern,"$593,836.00","$3,025.00",2,Pool Features: Association,High School District: Los Angeles Unified,Road Frontage Type: Access via City Streets,"1,890",84,4,85 / 100,47 / 100,56 / 100,HOA Dues$409/month
1638423636-1218,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/8420-Sunset-Blvd-90069/unit-701/home/177159347,"8420 W Sunset Blvd #701,","$10,945,000.00",3,3.5,"3,028",Time on Redfin22 days,2021,Contemporary,"$10,084,884.00","$54,873.00",3,Patio Features: Balcony,# of Units in Complex (Total): 40,,559,24,1,87 / 100,61 / 100,36 / 100,"HOA Dues$5,464/month"
1638424017-1364,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Woodland-Hills/5540-Owensmouth-Ave-91367/unit-312/home/8180469,"5540 Owensmouth Ave #312,","$530,900.00",2,2,"1,030",Time on Redfin7 days,1987,WHLL - Woodland Hills,"$540,034.00","$2,838.00",2,Pool Features: Community Pool,High School District: Los Angeles Unified,Zoning: LAWC,952,30,3,75 / 100,46 / 100,68 / 100,HOA Dues$441/month
1638423747-1262,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1325-Masselin-Ave-90019/unit-3/home/175763432,"1325 Masselin Ave #3,","$699,000.00",2,1,"1,195",Time on Redfin17 days,1929,Spanish Colonial,"$713,941.00","$3,433.00",1,# of Parking Spaces (Total): 1,"Roof: Common Roof, Rolled/Hot Mop","Fees Include Building and Grounds, Fees Include Insurance, Fees Include Maintenance, Fees Include Sewer, Fees Include Water and Sewer","2,941",183,7,90 / 100,57 / 100,70 / 100,HOA Dues$278/month
1638423599-1205,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/3140-San-Marino-St-90006/unit-201/home/17228176,"3140 San Marino St #201,","$699,000.00",3,2,"1,230",Time on Redfin23 days,2007,Other,"$691,466.00","$3,555.00","Laundry in Unit, Laundry Inside","Amenities: Association Barbecue, Elevator, Fitness Center","Lot Size (Sq. Ft.): 8,600",,912,18,4,94 / 100,79 / 100,67 / 100,HOA Dues$400/month
1638424150-1415,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/957-Figueroa-Ter-90012/unit-307/home/177401474,"957 Figueroa Ter #307,","$1,015,000.00",2,2.5,"1,299",Time on Redfin32 hours,2021,Contemporary,"$1,016,679.00","$4,980.00","Controlled Access, Elevator, Gated Community, Association Maintains Landscape, Rec Multipurpose Rm, Gated Parking, Association Barbecue",# of Parking Spaces (Total): 2,Patio Features: Balcony,,161,12,1,76 / 100,83 / 100,36 / 100,HOA Dues$398/month
1638423862-1305,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Marina-Del-Rey/13700-Marina-Pointe-Dr-90292/unit-626/home/8126519,"13700 Marina Pointe Dr #626,","$680,000.00",1,1,749,Time on Redfin14 days,2003,Unknown,"$679,266.00","$4,049.00",Laundry in Closet,"Association Pool, Fenced Pool",# of Units in Complex (Total): 450,,996,25,3,74 / 100,,83 / 100,HOA Dues$979/month
1638423812-1287,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/444-S-Gramercy-Pl-90020/unit-1/home/7090928,"444 S Gramercy Pl #1,","$528,800.00",2,2,"1,069",Time on Redfin15 days,1974,Garden Condo,"$538,473.00","$2,662.00",Laundry in Unit,Community Pool,Amenities: Pool,,"1,365",50,5,94 / 100,78 / 100,67 / 100,HOA Dues$275/month
1638424200-1435,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/100-S-Alameda-St-90012/unit-165/home/17234359,"100 S Alameda St #165,","$588,000.00",1,1,735,Time on Redfin14 hours,2005,Downtown L.A.,"$586,397.00","$3,182.00","Association Barbecue, Association Maintains Landscape, Association Pet Rules, Conference, Controlled Access, Clubhouse, Elevator, Exercise Room, Pool, Spa, Sun Deck, Guest Parking, Security",# of Parking Spaces (Total): 1,"Association Pool, Heated And Filtered Pool, In Ground Pool, Community Pool",,106,0,0,94 / 100,100 / 100,78 / 100,HOA Dues$528/month
1638424100-1396,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/9255-Doheny-Rd-90069/unit-2206/home/6835513,"9255 Doheny Rd #2206,","$4,495,000.00",2,2.5,"1,759",Time on Redfin3 days,1965,Architectural,"$4,445,342.00","$23,279.00","Laundry Inside, Laundry Room",Patio Features: Balcony,# of Units in Complex (Total): 146,,317,18,1,71 / 100,55 / 100,26 / 100,"HOA Dues$2,987/month"
1638423722-1252,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/889-Francisco-St-90017/unit-2006/home/143519378,"889 Francisco St #2006,","$1,495,000.00",2,2.5,"1,489",Time on Redfin19 days,2017,Contemporary,"$1,474,026.00","$8,073.00",Action Property Management,# of Parking Spaces (Total): 2,Other Structural Features: High Ceilings (9 Feet+),"Fees Include Clubhouse, Fees Include Gas",356,16,2,91 / 100,100 / 100,78 / 100,"HOA Dues$1,324/month"
1638423522-1190,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1100-Wilshire-Blvd-90017/unit-2004/home/17237090,"1100 Wilshire Blvd #2004,","$549,000.00",1,1,860,Time on Redfin24 days,1986,Contemporary,"$547,209.00","$3,520.00","Guest Parking, Controlled Access, Conference, Onsite Property Management, Fitness Center, Sun Deck, Pool, Spa, Association Barbecue",# of Covered Parking Spaces: 2,Community Pool,,844,31,0,95 / 100,100 / 100,64 / 100,"HOA Dues$1,042/month"
1638424224-1443,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/1223-Larrabee-St-90069/unit-4/home/110239495,"1223 Larrabee St #4,","$1,395,000.00",1,1.5,"1,532",Time on Redfin11 hours,2014,Modern,"$1,392,824.00","$6,733.00",Laundry in Unit,Amenities: Association Maintains Landscape,"Lot Size (Sq. Ft.): 6,999",,"1,462",66,12,79 / 100,59 / 100,24 / 100,HOA Dues$436/month
1638423385-1170,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1745-S-Bentley-Ave-90025/unit-1/home/6801640,"1745 S Bentley Ave #1,","$799,000.00",2,2.5,"1,508",Time on Redfin28 days,1982,Contemporary,"$800,441.00","$4,287.00",Granite Counters,"Amenities: Elevator, Other","Lot Size (Sq. Ft.): 6,240",,"2,080",81,8,93 / 100,69 / 100,79 / 100,HOA Dues$680/month
1638424163-1420,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/305-Arnaz-Dr-90048/unit-204/home/8150513,"305 Arnaz Dr #204,","$985,000.00",2,2,"1,418",Time on Redfin25 hours,2004,C19 - Beverly Center-Miracle Mile,2.5%,$4942.00,"Built In Range, Convection Oven, Dishwasher, Microwave","Patio And Porch Features: Concrete, Patio",Elementary School: West Hollywood,Association Fee Frequency: Monthly,446,22,5,90 / 100,64 / 100,77 / 100,HOA Dues$495/month
1638424114-1402,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/North-Hollywood/12414-Lemay-St-91606/home/5117942,"12414 Lemay St,","$520,000.00",3,2.5,"1,147",Time on Redfin3 days,1979,Traditional,"$547,210.00","$2,697.00",Attached Garage,Foundation Details: Concrete Slab,High School District: Los Angeles Unified,"Bathtub, Low Flow Shower, Shower in Tub, Remodeled, Walk-in shower","1,254",134,4,66 / 100,42 / 100,57 / 100,HOA Dues$350/month
1638423284-1154,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/740-N-Kings-Rd-90069/unit-220/home/7104339,"740 N Kings Rd #220,","$574,900.00",1,1,667,Time on Redfin29 days,1972,Spanish,"$570,669.00","$2,922.00",Community Laundry,"Above Ground Spa, Heated Spa, Fiberglass Spa",# of Units in Complex (Total): 150,,"1,373",33,10,85 / 100,62 / 100,60 / 100,HOA Dues$327/month
1638423793-1280,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/817-N-Alfred-St-90069/unit-403/home/28901282,"817 N Alfred St #403,","$1,245,000.00",2,2.5,"1,409",Time on Redfin16 days,2009,Modern,"$1,233,179.00","$6,160.00","Association Barbecue, Clubhouse, Controlled Access, Elevator, Sun Deck, Rec Multipurpose Rm, Guest Parking",# of Parking Spaces (Total): 2,Patio Features: Roof Top Deck,,877,28,4,88 / 100,62 / 100,65 / 100,HOA Dues$540/month
1638423417-1174,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/460-S-Spring-St-90013/unit-806/home/17231970,"460 S Spring St #806,","$455,000.00",—,1,470,Time on Redfin27 days,1912,Architectural,"$447,524.00","$2,600.00",None,Association Spa,Unit Floor In Building: 8,AssociationPetRules: Yes,"1,257",52,3,98 / 100,100 / 100,89 / 100,HOA Dues$546/month
1638424217-1441,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Hollywood/6735-Yucca-St-90028/unit-310/home/28912990,"6735 Yucca St #310,","$899,000.00",3,4,"1,920",Time on Redfin12 hours,2007,"Contemporary, Modern","$894,079.00","$5,258.00","Dishwasher, Energy Star Appliances, Free Standing Range, Garbage Disposal, Gas Stove, High Efficiency Water Heater, Ice Maker, Microwave, Vented Exhaust Fan, Water Heater Unit","Foundation Details: Concrete Perimeter, Concrete Slab",High School District: Los Angeles Unified,Association Fee Frequency: Monthly,216,3,0,98 / 100,67 / 100,59 / 100,"HOA Dues$1,200/month"
1638424230-1445,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1850-Industrial-St-90021/unit-201/home/17227540,"1850 Industrial St #201,","$650,000.00",—,1,744,Time on Redfin11 hours,1925,Architectural,"$649,317.00","$3,659.00",Laundry in Closet,"Association Pool, Above Ground, Exercise Pool, Heated Pool, Solar Heated Pool, Salt/Saline",# of Units in Complex (Total): 120,,138,19,0,72 / 100,66 / 100,70 / 100,HOA Dues$725/month
1638424111-1401,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/8866-Alcott-St-90035/unit-2/home/17139596,"8866 Alcott St Ph 2,","$1,199,000.00",3,2,"1,399",Time on Redfin2 days,2006,Penthouse,"$1,198,498.00","$6,076.00",Laundry in Unit,"Amenities: Elevator, Extra Storage, Controlled Access, Guest Parking","Lot Size (Sq. Ft.): 12,772",,460,15,4,97 / 100,53 / 100,53 / 100,HOA Dues$663/month
1638423135-1128,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/4733-Elmwood-Ave-90004/unit-302/home/28913340,"4733 Elmwood Ave #302,","$649,000.00",2,2,"1,130",Time on Redfin33 days,2008,Contemporary,"$646,140.00","$3,326.00",Appletree Management,# of Parking Spaces (Total): 2,Patio Features: Living Room Balcony,"Fees IncludeTrash, Fees Include Water and Sewer","1,760",56,5,93 / 100,61 / 100,63 / 100,HOA Dues$396/month
1638423884-1313,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/North-Hollywood/5022-Whitsett-Ave-91607/unit-302/home/177272466,"5022 Whitsett Ave #302,","$975,000.00",3,2,"1,506",Time on Redfin14 days,2020,VVL - Valley Village,"$970,866.00","$4,793.00",Attached Garage,Pool Features: None,High School District: Los Angeles Unified,,522,24,1,76 / 100,44 / 100,58 / 100,HOA Dues$392/month
1638423035-1113,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/1440-Veteran-Ave-90024/unit-406/home/6803004,"1440 Veteran Ave #406,","$549,000.00",1,1,661,Time on Redfin64 days,1972,Traditional,"$546,030.00","$3,056.00",CAC Management,# of Parking Spaces (Total): 1,"Other Structural Features: End Unit, Koi Pond","Fees Include Concierge, Fees Include Earthquake Insurance, Fees Include Electricity, Fees Include On Site Security, Fees Include Clubhouse, Fees Include Building and Grounds, Fees IncludeTrash, Fees Include Water and Sewer, Fees Include Maintenance","6,111",128,18,94 / 100,72 / 100,73 / 100,HOA Dues$578/month
1638423909-1323,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/El-Segundo/950-Main-St-90245/unit-208/home/6644805,"950 Main St #208,","$798,000.00",2,2,"1,175",Time on Redfin13 days,1982,141 - El Segundo,"$796,840.00","$4,028.00",2,"Pool Features: Association, Community Pool",High School District: El Segundo Unified,Zoning: ESR3*,"1,016",37,2,66 / 100,,43 / 100,HOA Dues$426/month
1638423583-1200,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Pacoima/12287-Osborne-St-91331/unit-3/home/5487560,"12287 Osborne St #3,","$324,000.00",2,1.5,952,Time on Redfin23 days,1963,PAC - Pacoima,"$325,087.00","$1,723.00","Dishwasher, Gas Oven, Gas Range, Microwave",Patio And Porch Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,433,39,7,51 / 100,45 / 100,47 / 100,HOA Dues$260/month
1638423165-1133,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/West-Hollywood/1424-N-Crescent-Heights-Blvd-90046/unit-78/home/7117302,"1424 N Crescent Heights Blvd #78,","$2,490,000.00",2,2,"2,032",Time on Redfin31 days,1930,French,"$2,407,012.00","$12,441.00","Dishwasher, Garbage Disposal, Gas Oven, Gas Range, Ice Maker, Microwave, Range/Stove Hood, Refrigerator, Water Heater Unit",Patio And Porch Features: None,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,"2,274",29,2,94 / 100,54 / 100,56 / 100,"HOA Dues$1,200/month"
1638423762-1267,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Tarzana/6323-Reseda-Blvd-91335/unit-43/home/3858642,"6323 Reseda Blvd #43,","$369,950.00",1,1,727,Time on Redfin17 days,1983,TAR - Tarzana,"$370,574.00","$2,011.00","6 Burner Stove, Dishwasher",Pool Features: Association,High School District: Los Angeles Unified,Association Fee Frequency: Monthly,658,8,6,68 / 100,52 / 100,74 / 100,HOA Dues$341/month
1638423922-1328,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=condo,,,https://www.redfin.com/CA/Los-Angeles/2884-Sawtelle-Blvd-90064/unit-118/home/17231010,"2884 Sawtelle Blvd #118,","$640,000.00",2,2,850,Time on Redfin13 days,1971,Modern,"$640,656.00","$3,187.00","Gas/Electric Range, Microwave","Patio Features: Concrete Slab, Covered, Enclosed","Amenities: Association Maintains Landscape, Controlled Access, Gated Parking",Special Zoning: None,"1,404",28,11,79 / 100,58 / 100,67 / 100,HOA Dues$298/month
