web-scraper-order,web-scraper-start-url,pagination,link,link-href,address,price,beds,baths,sqft,DOM,year,lot_size,estimate,est_monthly_payment,parking,pool,school_dist,zoning,views,favorites,outs,walk_score,transit_score,bike_score,hoa_dues
1638406534-360,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hills/8959-Sophia-Ave-91343/home/5745011,"8959 Sophia Ave,","$975,000.00",3,2,"1,325",Time on Redfin25 hours,1954,"8,407 Sq. Ft.",$736.00,"$4,417.00","Dishwasher, Free Standing Range, Garbage Disposal, Gas Water Heater, Range/Stove Hood, Water Heater Unit, Water Line to Refrigerator","Patio And Porch Features: Patio, Porch, Porch - Front, Porch - Rear, Screened Patio, Screened Porch",High School District: Los Angeles Unified,,189,6,1,59 / 100,37 / 100,56 / 100,
1638405711-187,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Harbor-City/1507-251st-St-90710/home/7671672,"1507 251st St,","$920,000.00",3,1,"1,676",Time on Redfin8 days,1961,Harbor City,"$918,587.00","$4,168.00",Granite Counters,Amenities: None,No Mello-Roos Tax,Security Features: Owned,629,15,1,66 / 100,41 / 100,58 / 100,
1638405565-165,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sherman-Oaks/3731-Weslin-Ave-91423/home/5262634,"3731 Weslin Ave,","$1,799,900.00",4,3,"2,428",Time on Redfin9 days,1962,SO - Sherman Oaks,"$1,819,973.00","$8,154.00","Convection Oven, Dishwasher, Electric Range, Garbage Disposal, Gas Range, Gas Water Heater","Foundation Details: Raised, Concrete Slab",High School District: Los Angeles Unified,# of Parking Spaces: 2,"2,863",121,11,24 / 100,0 / 100,5 / 100,
1638405311-122,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2272-E-105th-St-90002/home/7312986,"2272 E 105th St,","$459,900.00",3,2,"1,140",Time on Redfin12 days,1992,WATT - Watts,"$462,847.00","$2,084.00","None, Gas Water Heater",Patio And Porch Features: Patio,High School: Jordan,Has Fence,50,2,1,65 / 100,48 / 100,56 / 100,
1638405433-142,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sherman-Oaks/5141-Varna-Ave-91423/home/5217858,"5141 Varna Ave,","$1,500,000.00",3,2,"2,369",Time on Redfin10 days,1941,SO - Sherman Oaks,"$1,530,916.00","$6,796.00","Dishwasher, Double Oven, Electric Oven, Garbage Disposal, Gas Stove",Foundation Details: Concrete Slab,High School District: Los Angeles Unified,# of Parking Spaces: 2,"2,545",64,10,49 / 100,43 / 100,62 / 100,
1638406675-415,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Canoga-Park/8444-Pinelake-Dr-91304/home/8095505,"8444 Pinelake Dr,","$1,169,000.00",4,3,"2,657",Time on Redfin3 hours,1966,West Hills,"$1,173,608.00","$5,296.00",3,Other Structural Features: French Doors,Sewer: In Street,Security Features: Gated,469,35,1,17 / 100,20 / 100,20 / 100,
1638405171-99,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/620-Siena-Way-90077/home/6826938,"620 Siena Way,","$43,000,000.00",8,10,"8,799",Time on Redfin13 days,1926,Tudor,"$39,592,116.00","$194,810.00",Laundry Room,"Heated Pool, In Ground Pool","Directions: East Gate Bel Air, Bellagio to Siena Way.",,"2,318",100,2,11 / 100,51 / 100,14 / 100,
1638406401-308,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/8109-Barnsley-Ave-90045/home/6604988,"8109 Barnsley Ave,","$1,249,000.00",5,4,"1,991",Time on Redfin2 days,1947,Westchester,"$1,255,896.00","$5,659.00",4,"Patio Features: Deck(s), Concrete Slab, Covered Porch",Sewer: In Street,Detached/No Common Walls,"1,165",20,7,65 / 100,45 / 100,50 / 100,
1638406345-288,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Van-Nuys/5657-Saloma-Ave-91411/home/4670477,"5657 Saloma Ave,","$1,925,000.00",4,2.5,"2,605",Time on Redfin3 days,1951,Sherman Oaks,"$2,037,144.00","$8,721.00",Other (See Remarks),"Heated Pool, In Ground Pool","Directions: North of Burbank, south of Oxnard",,"2,555",197,7,62 / 100,51 / 100,50 / 100,
1638406648-404,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/8262-Haven-Ln-91325/home/4331785,"8262 N Haven Ln,","$800,000.00",5,4,"2,208",Time on Redfin5 hours,2017,"4,139 Sq. Ft.","$800,461.00","$3,624.00",Granite Counters,Pool Features: None,High School District: Los Angeles Unified,Has Parking,340,15,1,50 / 100,39 / 100,45 / 100,
1638405763-194,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/1727-S-Patton-Ave-90731/home/7693496,"1727 S Patton Ave,","$1,499,000.00",4,3,"3,052",Time on Redfin7 days,1924,"10,801 Sq. Ft.","$1,503,445.00","$6,791.00",2,Pool Features: None,High School District: Los Angeles Unified,Co-List Agent Last Name: Yutronich,"3,241",133,2,54 / 100,33 / 100,36 / 100,
1638405217-106,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Pacoima/12435-Empire-Pl-91331/home/5488676,"12435 Empire Pl,","$625,000.00",4,3,"2,087",Time on Redfin12 days,1964,Pacoima,"$620,257.00","$2,832.00",Laundry Inside,School District: Los Angeles Unified,Other Structures: None,,"1,175",35,4,45 / 100,45 / 100,43 / 100,
1638405746-192,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1262-W-80th-St-90044/home/7291584,"1262 W 80th St,","$748,000.00",2,1.5,"1,270",Time on Redfin7 days,1936,Metropolitan Southwest,"$747,272.00","$3,389.00",1,Roof: Composition,Sewer: In Street,Attached,274,8,1,58 / 100,58 / 100,60 / 100,
1638406214-266,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hollywood/6533-Teesdale-Ave-91606/home/5071156,"6533 Teesdale Ave,","$799,000.00",3,2,"1,294",Time on Redfin3 days,1942,"5,500 Sq. Ft.","$817,139.00","$3,620.00","Dishwasher, Gas Oven",Foundation Details: Raised,High School District: Los Angeles Unified,# of Parking Spaces: 2,914,39,2,67 / 100,42 / 100,54 / 100,
1638405420-140,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hollywood/7554-Bellaire-Ave-91605/home/4974036,"7554 Bellaire Ave,","$999,999.00",4,2,"1,457",Time on Redfin10 days,1947,0.48 Acres,"$1,008,161.00","$4,530.00",2,"Patio And Porch Features: Patio, Slab",High School District: Los Angeles Unified,Zoning: LARA,935,25,3,71 / 100,38 / 100,54 / 100,
1638406447-326,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/3520-Ramboz-Dr-90063/home/6956943,"3520 Ramboz Dr,","$890,000.00",3,3,"1,352",Time on Redfin2 days,2001,CTER - City Terrace,"$887,514.00","$4,032.00","Gas Oven, Gas Stove","Patio And Porch Features: Concrete, Slab",High School District: Los Angeles Unified,,291,6,2,60 / 100,45 / 100,34 / 100,
1638406512-351,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/649-E-52nd-St-90011/home/6919467,"649 E 52nd St,","$649,999.00",2,1,"1,154",Time on Redfin27 hours,1903,"4,670 Sq. Ft.",2.0%,$563.00,"In Kitchen, In Living Room",Pool Features: None,High School District: Los Angeles Unified,# of Parking Spaces: 1,176,3,2,67 / 100,57 / 100,72 / 100,
1638406560-370,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/San-Pedro/1206-W-1st-St-90732/home/7689603,"1206 W 1st St,","$699,900.00",2,1,897,Time on Redfin21 hours,1948,"5,626 Sq. Ft.","$698,313.00","$3,171.00",1,Pool Features: None,High School District: Los Angeles Unified,,326,20,2,71 / 100,41 / 100,42 / 100,
1638406293-276,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1800-Camino-Palmero-St-90046/home/7126811,"1800 Camino Palmero St,","$6,950,000.00",7,6.5,"6,488",Time on Redfin3 days,1916,Sunset Strip - Hollywood Hills West,"$6,947,008.00","$31,487.00","Laundry Inside, Laundry Room, Laundry on Upper Level",Private Pool,Directions: Franklin Avenue to North on Camino Palmero,"Security Features: Automatic Gate, Gated","3,641",25,0,80 / 100,57 / 100,28 / 100,
1638405521-159,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1135-W-102nd-St-90044/home/7310107,"1135 W 102nd St,","$535,000.00",2,1.5,929,Time on Redfin9 days,1938,"5,863 Sq. Ft.","$551,785.00","$2,424.00",Formal Dining Room,Pool Features: None,High School District: Los Angeles Unified,# of Parking Spaces: 2,469,7,1,60 / 100,57 / 100,67 / 100,
1638406352-290,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Beverly-Hills/1061-Loma-Vista-Dr-90210/home/6835243,"1061 Loma Vista Dr,","$27,000,000.00",6,7,"8,800",Time on Redfin3 days,1959,Architectural,"$26,372,561.00","$122,323.00",6,"In Ground Pool, Heated Pool, Negative Edge/Infinity Pool","Directions: North of Sunset Boulevard, East of Carla Ridge, South of Trousdale Place, West of Wallace Ridge.",,"1,471",103,1,17 / 100,28 / 100,6 / 100,
1638406108-250,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/19210-Nashville-St-91326/home/5793581,"19210 Nashville St,","$969,000.00",4,2,"1,920",Time on Redfin9 days,1964,NR - Northridge,"$986,566.00","$4,390.00",Attached Garage,"Patio And Porch Features: Covered, Patio",Elementary School: Beckford,Co-List Agent Last Name: O'Connor,"2,178",78,6,38 / 100,22 / 100,43 / 100,
1638406372-297,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/6531-Maryland-Dr-90048/home/7092616,"6531 Maryland Dr,","$2,795,000.00",4,3,"2,788",Time on Redfin3 days,1937,Beverly Center-Miracle Mile,"$2,792,080.00","$12,663.00",Laundry Area,In Ground Pool,Directions: East of S Sweetzer Ave and North of Maryland Drive.,,682,23,6,87 / 100,66 / 100,69 / 100,
1638406531-359,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1746-Crisler-Way-90069/home/7120248,"1746 Crisler Way,","$2,195,000.00",3,3.5,"2,072",Time on Redfin25 hours,1989,C03 - Sunset Strip - Hollywood Hills West,"$2,215,993.00","$9,944.00",Attached Garage,"Patio And Porch Features: Concrete, Patio Open",Common Walls: No Common Walls,Subdivision Name: Not Applicable,800,33,5,21 / 100,48 / 100,7 / 100,
1638405129-94,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/4752-Klamath-Pl-90032/home/6949570,"4752 Klamath Pl,","$599,998.00",2,1,828,Time on Redfin24 days,1921,621 - El Sereno,"$614,848.00","$2,718.00",Attached Garage,Foundation Details: Raised,"Accessibility Features: 2+ Access Exits, Parking",Has Fence,"5,353",162,8,44 / 100,41 / 100,16 / 100,
1638405871-212,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/North-Hollywood/6343-Camellia-Ave-91606/home/5133283,"6343 Camellia Ave,","$775,000.00",2,1.5,"1,145",Time on Redfin6 days,1945,"8,024 Sq. Ft.","$793,011.00","$3,511.00",Free Standing Range,Foundation Details: Raised,High School District: Los Angeles Unified,Has Parking,"1,482",65,2,82 / 100,51 / 100,62 / 100,
1638406103-249,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/6014-W-82nd-St-90045/home/6608648,"6014 W 82nd St,","$1,550,000.00",4,1.5,"1,519",Time on Redfin9 days,1948,C29 - Westchester,"$1,552,629.00","$7,022.00","Dishwasher, Gas Oven, Gas Range, Microwave, Refrigerator, Water Heater Unit","Patio And Porch Features: Brick, Covered, Porch - Front",High School District: Los Angeles Unified,"Driveway, Garage - Two Door","1,489",54,7,61 / 100,48 / 100,54 / 100,
1638406380-300,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Van-Nuys/13456-Ebell-St-91402/home/4953168,"13456 Ebell St,","$799,000.00",4,3,"1,924",Time on Redfin3 days,1959,Panorama City,"$830,403.00","$3,620.00",Los Angeles Unified,# of Parking Spaces (Total): 4,Patio Features: Covered,Detached/No Common Walls,"1,124",67,5,60 / 100,39 / 100,54 / 100,
1638406209-265,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/860-Bronze-Ln-90049/home/6861220,"860 Bronze Ln,","$3,498,000.00",5,4.5,"3,717",Time on Redfin3 days,1959,Brentwood,"$3,486,810.00","$15,848.00",4,"Patio Features: Patio Open, Covered",Directions: See Google Maps.,Detached/No Common Walls,986,28,6,6 / 100,0 / 100,6 / 100,
1638406034-238,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/5237-Glasgow-Way-90045/home/6600720,"5237 Glasgow Way,","$899,900.00",3,1,"1,466",Time on Redfin4 days,1950,Westchester,"$910,122.00","$4,077.00",1,# of Parking Spaces (Total): 2,Other Structures: None,,"1,191",50,3,66 / 100,42 / 100,41 / 100,
1638406422-316,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/6287-Ivarene-Ave-90068/home/7130812,"6287 Ivarene Ave,","$1,099,000.00",3,1,"1,454",Time on Redfin2 days,1947,Hollywood Hills East,"$1,179,756.00","$4,979.00","Cooktop - Gas, Oven",Roof: Composition,Sewer: In Street,Detached/No Common Walls,"2,056",176,4,66 / 100,64 / 100,28 / 100,
1638405865-211,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Tarzana/4961-Casa-Dr-91356/home/4246182,"4961 Casa Dr,","$2,925,000.00",5,5,"4,548",Time on Redfin6 days,1945,Tarzana,"$2,912,911.00","$13,252.00",5,"Roof: Shake, Wood",Directions: South of Ventura Blvd East of Vanalden,Attached,"1,369",57,1,6 / 100,0 / 100,5 / 100,
1638406024-236,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2981-Hollyridge-Dr-90068/home/22476498,"2981 Hollyridge Dr,","$3,500,000.00",4,3.5,"2,600",Time on Redfin4 days,2021,0.25 Acres,"$3,448,236.00","$15,857.00","Driveway - Concrete, 2 Car Garage",Other Structures: None,Disclosures: As Is,,831,27,1,39 / 100,26 / 100,36 / 100,
1638406242-269,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/819-N-Mansfield-Ave-90038/home/7100809,"819 N Mansfield,","$3,780,000.00",5,5.5,"4,618",Time on Redfin3 days,2018,"6,001 Sq. Ft.","$3,862,890.00","$17,125.00",5,"Pool Features: Private, In Ground",High School District: Los Angeles Unified,,"1,065",112,3,88 / 100,56 / 100,64 / 100,
1638406635-399,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Chatsworth/20747-Tribune-St-91311/home/5773483,"20747 Tribune St,","$1,100,000.00",4,2,"1,922",Time on Redfin5 hours,1971,CHT - Chatsworth,"$1,097,874.00","$4,984.00","Built In Range, Dishwasher, Garbage Disposal, Microwave, Range/Stove Hood, Water Line to Refrigerator","Patio And Porch Features: Covered, Patio, Porch - Rear",Elementary School: Germain,Has Parking,276,12,1,29 / 100,33 / 100,41 / 100,
1638405625-174,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/975-W-Avenue-37-90065/home/21925239,"975 W W Avenue 37,","$1,350,000.00",3,3,"1,634",Time on Redfin9 days,1956,Los Angeles,"$1,582,518.00","$6,116.00",Attached Garage,"Patio And Porch Features: Concrete, Wood",Common Walls: No Common Walls,Construction Materials: Stucco,"12,412","1,076",20,19 / 100,53 / 100,16 / 100,
1638406481-339,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/6132-Maryland-Dr-90048/home/7092798,"6132 Maryland Dr,","$2,200,000.00",3,2,"1,776",Time on Redfin29 hours,1926,"6,199 Sq. Ft.","$2,209,460.00","$9,967.00",2,Roof: Flat Tile,Water: District/Public,Detached/No Common Walls,789,17,3,87 / 100,66 / 100,60 / 100,
1638405976-229,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Encino/5048-Noeline-Ave-91436/home/4791429,"5048 Noeline Ave,","$1,995,000.00",4,3,"2,809",Time on Redfin5 days,1948,Encino,"$2,227,426.00","$9,038.00",2,"Patio Features: Patio Open, Covered",School District: Los Angeles Unified,Detached/No Common Walls,0,217,5,60 / 100,40 / 100,47 / 100,
1638405124-93,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sylmar/13208-Mira-Mar-Dr-91342/home/8112625,"13208 Mira Mar Dr,","$739,000.00",3,2.5,"2,174",Time on Redfin22 days,2001,SYL - Sylmar,"$744,503.00","$3,529.00",4,Pool Features: Community Pool,High School District: Los Angeles Unified,Has Fence,"5,043",70,13,10 / 100,36 / 100,13 / 100,
1638405495-154,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/8272-Wall-St-90003/home/7289434,"8272 Wall St,","$349,000.00",2,1,616,Time on Redfin9 days,1927,Metropolitan South,"$363,945.00","$1,581.00",Cooktop - Gas,Directions: Wall and 82nd Street,Other Structures: Shed,,"1,270",31,6,63 / 100,64 / 100,66 / 100,
1638406529-358,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/10334-Juniper-St-90002/home/7312901,"10334 Juniper St,","$385,000.00",3,1,"1,064",Time on Redfin26 hours,1950,"3,257 Sq. Ft.","$383,307.00","$1,744.00",1,Pool Features: None,High School District: Los Angeles Unified,,257,7,2,68 / 100,49 / 100,57 / 100,
1638406612-390,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Northridge/16560-Superior-St-91343/home/5723404,"16560 Superior St,","$899,000.00",3,2,"1,560",Time on Redfin8 hours,1956,Northridge,"$904,889.00","$4,073.00",1,# of Parking Spaces (Total): 2,"Patio Features: Concrete Slab, Rock/Stone",Detached/No Common Walls,480,24,2,19 / 100,35 / 100,31 / 100,
1638406678-416,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/6214-Eileen-Ave-90043/home/6411807,"6214 Eileen Ave,","$1,197,000.00",3,2,"1,213",Time on Redfin3 hours,1926,Park Hills Heights,"$1,174,109.00","$5,423.00",1,"Patio Features: Porch - Front, Porch",Assessor Parcel Number: 4004-024-019,Detached/No Common Walls,464,44,0,53 / 100,52 / 100,51 / 100,
1638405224-107,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sun-Valley/10733-Keswick-St-91352/home/5280322,"10733 Keswick St,","$790,000.00",3,1,"1,114",Time on Redfin12 days,1948,Sun Valley,"$795,591.00","$3,579.00",Laundry in Garage,Assessor Parcel Number: 2409-013-037,Other Structures: Shed,,"1,460",35,5,55 / 100,41 / 100,58 / 100,
1638406519-354,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Panorama-City/9056-Costello-Ave-91402/home/5640583,"9056 Costello Ave,","$675,000.00",3,2,"1,266",Time on Redfin27 hours,1953,"5,910 Sq. Ft.","$675,303.00","$3,058.00","Dining Area, Dining in Kitchen","Roof: Composition Shingle, Shingle",Lot Measurement: Sq. Ft.,Has Street Lights,467,17,1,79 / 100,47 / 100,76 / 100,
1638406575-376,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2150-Malcolm-Ave-90025/home/6800141,"2150 Malcolm Ave,","$1,850,000.00",3,2,"1,302",Time on Redfin18 hours,1931,Westwood - Century City,"$1,847,811.00","$8,381.00",2,Patio Features: Patio Open,Sewer: In Street,Attached,768,23,5,84 / 100,65 / 100,72 / 100,
1638405414-139,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Wilmington/1507-Ronan-Ave-90744/home/7674873,"1507 Ronan Ave,","$650,000.00",3,2,"1,052",Time on Redfin10 days,1931,195 - West Wilmington,"$660,356.00","$2,945.00",2,Foundation Details: Raised,High School District: Los Angeles Unified,Road Frontage Type: Access via City Streets,"1,722",103,8,72 / 100,50 / 100,63 / 100,
1638405212-105,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2636-Normandie-Ave-90007/home/6895266,"2636 S Normandie Ave,","$799,950.00",7,2,"3,684",Time on Redfin12 days,1905,"6,615 Sq. Ft.","$798,309.00","$3,624.00",2,Pool Features: None,High School District: Los Angeles Unified,Co-List Agent Last Name: Neiman,"1,403",38,3,79 / 100,60 / 100,66 / 100,
1638405425-141,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/2300-Nichols-Canyon-Rd-90046/home/7126419,"2300 Nichols Canyon Rd,","$3,895,000.00",4,5.5,"4,997",Time on Redfin10 days,1991,Sunset Strip - Hollywood Hills West,"$3,872,718.00","$17,646.00",3,# of Parking Spaces (Total): 3,"Patio Features: Deck(s), Roof Top Deck, Living Room Balcony, Patio Open, Balcony, Living Room Deck Attached",Detached/No Common Walls,"1,793",64,5,4 / 100,27 / 100,3 / 100,
1638405923-220,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Sylmar/14873-Nurmi-St-91342/home/5413509,"14873 Nurmi St,","$685,000.00",4,2,"1,170",Time on Redfin5 days,1954,"6,062 Sq. Ft.",2.0%,"$3,092.00","Central, Wall Window",Common Walls: No Common Walls,List Office Name: Homes & Loans,,953,45,1,54 / 100,47 / 100,62 / 100,
1638405388-134,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Woodland-Hills/4709-Almidor-Ave-91364/home/3549702,"4709 Almidor Ave,","$1,600,000.00",6,4,"3,083",Time on Redfin11 days,1960,WHLL - Woodland Hills,"$1,611,568.00","$7,249.00","Converted Garage, Covered Parking, Driveway - Concrete, See Remarks","Patio And Porch Features: Covered, Patio, Patio Open",Elementary School: Calabash,Road Frontage Type: Access via City Streets,"3,248",119,9,53 / 100,32 / 100,53 / 100,
1638405809-201,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Encino/17807-Collins-St-91316/home/4088762,"17807 Collins St,","$1,999,995.00",5,3,"2,650",Time on Redfin7 days,1949,ENC - Encino,"$2,005,572.00","$9,061.00","6 Burner Stove, Barbecue, Built In Range, Convection Oven, Dishwasher, Double Oven, Freezer, Garbage Disposal, Microwave, Range/Stove Hood",Foundation Details: Concrete Slab,High School District: Los Angeles Unified,# of Parking Spaces: 3,"3,439",208,8,41 / 100,35 / 100,53 / 100,
1638405526-160,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1077-S-Norton-Ave-90019/home/6910354,"1077 S Norton Ave,","$799,815.00",2,1,"1,116",Time on Redfin9 days,1921,HPK - Hancock Park,"$834,113.00","$3,624.00",Formal Dining Room,Pool Features: None,High School District: Los Angeles Unified,Zoning: LAR3,"1,079",36,3,86 / 100,64 / 100,62 / 100,
1638406387-303,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Wilmington/1203-E-Cruces-St-90744/home/7680498,"1203 E Cruces St,","$569,900.00",3,2,"1,020",Time on Redfin3 days,1976,"4,737 Sq. Ft.","$569,081.00","$2,582.00",2,Pool Features: None,High School District: Los Angeles Unified,,312,6,4,43 / 100,36 / 100,52 / 100,
1638405474-150,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/West-Hollywood/439-N-Harper-Ave-90048/home/7095311,"439 N Harper Ave,","$4,800,000.00",5,5.5,"5,047",Time on Redfin10 days,2019,Beverly Center-Miracle Mile,"$4,817,049.00","$21,746.00","Laundry on Upper Level, Laundry Inside, Laundry Room","In Ground Pool, Private Pool",Directions: Melrose to Harper,Entry Floor Number: 1,"2,276",200,5,90 / 100,60 / 100,60 / 100,
1638405790-198,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Pacoima/13720-Louvre-St-91331/home/5599359,"13720 Louvre St,","$725,000.00",4,4,"1,498",Time on Redfin7 days,1946,PAC - Pacoima,"$725,035.00","$3,285.00",4,Pool Features: None,High School District: Los Angeles Unified,# of Parking Spaces: 4,815,18,1,69 / 100,49 / 100,65 / 100,
1638406562-371,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Granada-Hills/17116-Kingsbury-St-91344/home/5756808,"17116 Kingsbury St,","$699,950.00",3,1,"1,051",Time on Redfin21 hours,1952,"7,000 Sq. Ft.","$706,071.00","$3,171.00",4,Pool Features: None,Elementary School: Granada,,667,35,1,67 / 100,35 / 100,59 / 100,
1638406414-313,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/400-N-Avenue-66-90042/home/7088623,"400 N Avenue 66,","$1,350,000.00",8,6,"4,636",Time on Redfin2 days,1906,Highland Park,"$1,367,721.00","$6,116.00",3,# of Parking Spaces (Total): 4,Other Structural Features: Balcony,Attached,"3,356",36,2,68 / 100,43 / 100,74 / 100,
1638406680-417,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/1020-W-54th-St-90037/home/6862689,"1020 W 54th St,","$719,000.00",4,3,"1,650",Time on Redfin3 hours,1911,"5,228 Sq. Ft.","$717,703.00","$3,257.00",3,High School District: See Remarks,Assessments: Unknown,,193,8,0,76 / 100,64 / 100,60 / 100,
1638405538-162,https://www.redfin.com/city/11203/CA/Los-Angeles/filter/property-type=house,,,https://www.redfin.com/CA/Los-Angeles/252-S-June-St-90004/home/7095653,"252 S June St,","$2,800,000.00",4,4,"3,454",Time on Redfin9 days,1933,Hancock Park-Wilshire,"$2,773,306.00","$12,685.00",Other (See Remarks),Roof: Other,Assessor Parcel Number: 5515-001-007,Guest House: Detached,"2,302",38,9,50 / 100,58 / 100,58 / 100,
